author_name,editor_name
Martin R. Stytz,
Sheila B. Banks,
Tainchi Lu,
Chungnan Lee,
Wenyang Hsia,
Mingtang Lin,
David M. Nicol,
Philip Heidelberger,
David M. Nicol,
Philip Heidelberger,
Benjamin G. Zorn,
Dirk Grunwald,
Sigrn Andradttir,
Teunis J. Ott,
Nelson L. S. Fonseca,
Gilberto S. Mayor,
Cesar A. V. Neto,
Louis G. Birta,
F. Nur Ozmizrak,
Enver Ycesan,
Sheldon H. Jacobson,
Enver Ycesan,
Lee Schruben,
Marvin K. Nakayama,
Luc Devroye,
Mostafa A. Bassiouni,
Ming-Hsing Chiu,
Margaret L. Loper,
Michael Garnsey,
Jim Williams,
Christopher D. Carothers,
Kalyan S. Perumalla,
Richard Fujimoto,
Raymond Couture,
Pierre L'Ecuyer,
Henryk Fuks,
Anna T. Lawniczak,
Stanislav Volkov,
Stephen G. Eick,
Albert G. Greenberg,
Boris D. Lubachevsky,
Alan Weiss,
Sudhir Srinivasan,
Paul F. Reynolds Jr.,
Bernard P. Zeigler,
Cheng-Jye Luh,
Tag Gon Kim,
Ruth M. Davies,
Robert M. O'Keefe,
Huw T. O. Davies,
Cheng-Shang Chang,
Philip Heidelberger,
Perwez Shahabuddin,
Robert Rnngren,
Rassul Ayani,
David M. Nicol,
David M. Nicol,
Ernest H. Page,
Bradford S. Canova,
John A. Tufarolo,
Paul Bratley,
Bennett L. Fox,
Harald Niederreiter,
Ernst Stadlober,
Heinz Zechner,
Alessandro Aldini,
Marco Bernardo,
Roberto Gorrieri,
Marco Roccetti,
Larry Soul,
Anoop Gupta,
Ora E. Percus,
Paula A. Whitlock,
Robert D. Foley,
David Goldsman,
Christopher G. Healey,
Kellogg S. Booth,
James T. Enns,
Greg Lomow,
Samir Ranjan Das,
Richard Fujimoto,
Philip J. Fleming,
Dennis Schaeffer,
Burton Simon,
David P. Miller,
R. James Firby,
Paul A. Fishwick,
David W. Franke,
Jeff Rothenberg,
Andrea Bonarini,
Gianluca Bontempi,
Wolfgang Hrmann,
Gerhard Derflinger,
Wolfgang Hrmann,
Gerhard Derflinger,
Peter Hellekalek,
Harald Niederreiter,
Boris D. Lubachevsky,
Alan Weiss,
Adam Shwartz,
Axel Hein,
Mario Dal Cin,
Koichiro Inoue,
Stephen E. Chick,
Chun-Hung Chen,
Maria Hybinette,
Richard Fujimoto,
K. Bruce Erickson,
Richard E. Ladner,
Anthony LaMarca,
Thomas Ball,
Christine Fricker,
Olivier Temam,
William Jalby,
Bengt Jonsson,
Roberto Barbuti,
Roberto Giacobazzi,
Giorgio Levi,
Krzysztof R. Apt,
Nissim Francez,
Krzysztof R. Apt,
Alessandro Pellegrini,
Richard F. Hobson,
Lubomir Bic,
Craig Lee,
Greg Nelson,
Derek C. Oppen,
Todd A. Proebsting,
Charles Consel,
Siau-Cheng Khoo,
Leslie Lamport,
Robert E. Shostak,
Marshall C. Pease,
Richard S. Bird,
Richard S. Bird,
Cormac Flanagan,
Matthias Felleisen,
Uwe Amann,
Christos H. Papadimitriou,
Philip A. Bernstein,
Evelyn Duesterwald,
Rajiv Gupta,
Mary Lou Soffa,
H. J. Boom,
Gopal Gupta,
Enrico Pontelli,
Khayri A. M. Ali,
Mats Carlsson,
Manuel V. Hermenegildo,
Michael Hind,
Michael G. Burke,
Paul R. Carini,
Jong-Deok Choi,
B. Maher,
Derek H. Sleeman,
Timothy A. Budd,
Raphael A. Finkel,
Udi Manber,
Antonio Brogi,
Paolo Ciancarini,
Eberhard Bertsch,
Mark-Jan Nederhof,
Tim A. Wagner,
Susan L. Graham,
Atsushi Ohori,
David Grove,
Craig Chambers,
Agostino Dovier,
Carla Piazza,
Enrico Pontelli,
Gianfranco Rossi,
K. Rustan M. Leino,
Greg Nelson,
Christopher T. Haynes,
Daniel P. Friedman,
Ralph-Johan Back,
Reino Kurki-Suonio,
Ralph E. Griswold,
David R. Hanson,
John T. Korb,
David R. Jefferson,
Pierpaolo Degano,
Stefano Mannucci,
Bruno Mojana,
Alan Finlay,
Lloyd Allison,
Atsushi Igarashi,
Benjamin C. Pierce,
Philip Wadler,
Ian T. Foster,
Vance E. Waddle,
Otto C. Juelich,
Clinton R. Foulk,
Theodore P. Baker,
Robert Harper,
John C. Mitchell,
Thomas Ball,
James R. Larus,
Fritz Henglein,
Manfred Broy,
Martin Wirsing,
Peter Pepper,
Thomas Kistler,
Michael Franz,
Joseph C. H. Park,
K. M. Choe,
C. H. Chang,
Karl-Heinz Drechsler,
Manfred P. Stadel,
Saumya K. Debray,
William S. Evans,
Robert Muth,
Bjorn De Sutter,
Peter T. Breuer,
Jonathan P. Bowen,
Peter Dencker,
Karl Drre,
Johannes Heuft,
Rajeev Alur,
Thomas A. Henzinger,
Rajeev Alur,
Mihalis Yannakakis,
David Lorge Parnas,
Arie E. Kaufman,
Angelo Morzenti,
Dino Mandrioli,
Carlo Ghezzi,
Richard J. Fateman,
Eric Y. T. Juan,
Jeffrey J. P. Tsai,
Tadao Murata,
Jens Knoop,
Oliver Rthing,
Bernhard Steffen,
Jens Knoop,
Bernhard Steffen,
Jrgen Vollmer,
Frank D. Anger,
Ben A. Sijtsma,
Alberto Pettorossi,
Cordelia V. Hall,
Kevin Hammond,
Simon L. Peyton Jones,
Philip Wadler,
Eljas Soisalon-Soininen,
Radha Jagadeesan,
Keshav Pingali,
Prakash Panangaden,
Massimiliano Poletto,
Wilson C. Hsieh,
Dawson R. Engler,
M. Frans Kaashoek,
Debasish Banerjee,
Michael Leuschel,
Bern Martens,
Danny De Schreye,
Ed Anson,
Jonas Skeppstedt,
Per Stenstrm,
Amer Diwan,
Kathryn S. McKinley,
J. Eliot B. Moss,
Laurian M. Chirica,
David F. Martin,
Frank S. de Boer,
Maurizio Gabbrielli,
Elena Marchiori,
Catuscia Palamidessi,
Lawrence C. Paulson,
Jacques Cohen,
Timothy J. Hickey,
Jacques Cohen,
Alexandru Nicolau,
David A. Schmidt,
Krzysztof R. Apt,
Krzysztof R. Apt,
Krzysztof R. Apt,
Nicholas Haines,
Darrell Kindred,
J. Gregory Morrisett,
Scott Nettles,
Jeannette M. Wing,
Jan van den Bos,
Thomas Lengauer,
Robert Endre Tarjan,
Nicholas Pippenger,
Richard C. Holt,
Valmir C. Barbosa,
Eli Gafni,
Zhenjiang Hu,
Hideya Iwasaki,
Masato Takeichi,
A. J. Kfoury,
Jerzy Tiuryn,
Pawel Urzyczyn,
Richard C. Holt,
David B. Wortman,
Perng-Yi Ma,
Ted G. Lewis,
Huimin Lin,
Anne Rogers,
Martin C. Carlisle,
John H. Reppy,
Laurie J. Hendren,
Andrew W. Appel,
Krzysztof R. Apt,
Nissim Francez,
Willem P. de Roever,
Robert P. Nix,
Mark Moriconi,
Dwight F. Hare,
Josyula R. Rao,
Martin Rem,
Arie de Bruin,
A. P. Wim Bhm,
Kuo-Chung Tai,
Allen Leung,
Krishna V. Palem,
Amir Pnueli,
Bernard M. E. Moret,
Michael G. Thomason,
Rafael C. Gonzalez,
Zohar Manna,
Richard J. Waldinger,
Zohar Manna,
Pierre Wolper,
Ronald H. Perrott,
Pei-Chi Wu,
Feng-Jian Wang,
Johan Janssen,
Henk Corporaal,
Ting Yu,
Owen Kaser,
Lin Yu,
Daniel J. Rosenkrantz,
John J. Zic,
Richard Alan Karp,
Shmuel Katz,
Albert G. Greenberg,
Boris D. Lubachevsky,
Andrew M. Odlyzko,
Rolf Bahlke,
Gregor Snelting,
Steven M. Kurlander,
Todd A. Proebsting,
Charles N. Fischer,
Siddhartha Chatterjee,
John R. Gilbert,
Robert Schreiber,
Shang-Hua Teng,
John Hannan,
Norman Ramsey,
Mary F. Fernandez,
Ik-Soon Kim,
Kwang-Moo Choe,
Wilfred J. Hansen,
Wilfred J. Hansen,
Dennis Shasha,
Marc Snir,
David Alex Lamb,
David R. Hanson,
Derek C. Oppen,
Andrew D. Kelly,
Kim Marriott,
Andrew D. Macdonald,
Peter J. Stuckey,
Roland H. C. Yap,
Richard C. Holt,
James R. Cordy,
David B. Wortman,
PeiZong Lee,
Zvi M. Kedem,
Oukseh Lee,
Kwangkeun Yi,
Elaine J. Weyuker,
Mara Alpuente,
Moreno Falaschi,
Germn Vidal,
Wuxu Peng,
S. Purushothaman,
Zhiming Liu,
Mathai Joseph,
Edward A. Ashcroft,
William W. Wadge,
Todd A. Proebsting,
Charles N. Fischer,
Richard B. Kieburtz,
Abraham Silberschatz,
Richard B. Kieburtz,
Abraham Silberschatz,
Mark van den Brand,
Jan Heering,
Paul Klint,
Pieter A. Olivier,
Stan Liao,
Srinivas Devadas,
Kurt Keutzer,
Steven W. K. Tjiang,
Albert Wang,
Andrew W. Appel,
David A. McAllester,
William E. Weihl,
William E. Weihl,
David Wall,
Amitabh Srivastava,
Fred Templin,
Xavier Leroy,
Franois Pessaux,
Malcolm P. Atkinson,
Ronald Morrison,
Peter J. L. Wallis,
Krzysztof R. Apt,
Jacob Brunekreef,
Vincent Partington,
Andrea Schaerf,
Valdis Berzins,
Marcel Beemster,
Jong-Deok Choi,
Barton P. Miller,
Robert H. B. Netzer,
Jonathan I. Leivent,
Ronald J. Watro,
J. Strother Moore,
George Porter,
Richard J. Lipton,
Jacobo Valdes,
Gopalakrishnan Vijayan,
Stephen C. North,
Robert Sedgewick,
Saumya K. Debray,
Saumya K. Debray,
James W. Thatcher,
Eric G. Wagner,
Jesse B. Wright,
Shing-Tsaan Huang,
Shing-Tsaan Huang,
Nissim Francez,
Shaula A. Yemini,
Gary Lindstrom,
Mary Lou Soffa,
Annalisa Bossi,
Nicoletta Cocco,
S. Dulli,
Milind Girkar,
Constantine D. Polychronopoulos,
M. Elizabeth C. Hull,
R. M. McKeag,
Douglas D. Dunlop,
Victor R. Basili,
Stefaan Decorte,
Danny De Schreye,
Henk Vandecasteele,
E. Allen Emerson,
A. Prasad Sistla,
Barbara Liskov,
Robert Scheifler,
Barbara Liskov,
Jeannette M. Wing,
Maria J. Garca de la Banda,
Manuel V. Hermenegildo,
Maurice Bruynooghe,
Veroniek Dumortier,
Gerda Janssens,
Wim Simoens,
Bradley T. Vander Zanden,
Richard L. Halterman,
Brad A. Myers,
Richard G. McDaniel,
Robert C. Miller,
Pedro A. Szekely,
Dario A. Giuse,
David S. Kosbie,
David C. Luckham,
Wolfgang Polak,
David C. Luckham,
Norihisa Suzuki,
Sergiu Hart,
Micha Sharir,
Amir Pnueli,
Ajit B. Pai,
Richard B. Kieburtz,
Marc M. Brandis,
Hanspeter Mssenbck,
Carroll Morgan,
Alan Carle,
Lori L. Pollock,
Alan Carle,
Lori L. Pollock,
Adrienne Bloss,
Steve Carr,
Ken Kennedy,
Matthias Blume,
Clyde P. Kruskal,
Larry Rudolph,
Marc Snir,
Max Copperman,
Robert M. Keller,
M. Ronan Sleep,
Ralph E. Griswold,
Vugranam C. Sreedhar,
Guang R. Gao,
Yong-Fong Lee,
Vugranam C. Sreedhar,
Guang R. Gao,
Yong-Fong Lee,
Vugranam C. Sreedhar,
Guang R. Gao,
Yong-Fong Lee,
Zhenyu Qian,
Bowen Alpern,
Fred B. Schneider,
Jos M. Piquer,
Bruce J. McKenzie,
Corey Yeatman,
Lorraine De Vere,
Niklaus Wirth,
Niklaus Wirth,
Peter Steenkiste,
John L. Hennessy,
Thomas W. Reps,
Thomas W. Reps,
Hans-Juergen Boehm,
Eric Dujardin,
Eric Amiel,
Eric Simon,
Philip Merlin,
Gregor von Bochmann,
John Greiner,
Guy E. Blelloch,
A. P. Wim Bhm,
R. R. Oldehoeft,
Maurice Herlihy,
Barbara Liskov,
Maurice Herlihy,
Jeannette M. Wing,
John R. Hauser,
Paul Havlak,
Mohammad R. Haghighat,
Constantine D. Polychronopoulos,
Matthias Blume,
Andrew W. Appel,
Jan van den Bos,
Marinus J. Plasmeijer,
Jan Stroet,
Max Copperman,
Charles E. McDowell,
Joseph P. Skudlarek,
N. Soundararajan,
Raymond T. Boute,
Raymond T. Boute,
Fabien Quiller,
Sanjay V. Rajopadhye,
Gerard Tel,
Friedemann Mattern,
Jan Heering,
Paul Klint,
Somnath Ghosh,
Margaret Martonosi,
Sharad Malik,
Bijan Arbab,
Daniel M. Berry,
Keshav Pingali,
Arvind,
Keshav Pingali,
Arvind,
Keshav Pingali,
Gianfranco Bilardi,
Maya Madhavan,
Prita Shankar,
Siddhartha Rai,
U. Ramakrishna,
Bent Bruun Kristensen,
Ole Lehrmann Madsen,
Mehdi Jazayeri,
Diane Pozefsky,
Scott D. Carson,
Paul F. Reynolds Jr.,
Richard C. Waters,
Richard C. Waters,
Richard C. Waters,
Daniel M. Yellin,
Robert E. Strom,
Daniel M. Yellin,
Robert E. Storm,
Eric Beyer,
Peter Buneman,
Richard P. Brent,
William E. Howden,
Jens Palsberg,
Jens Palsberg,
Eliezer Dekel,
Sartaj Sahni,
Rajiv Gupta,
Mary Lou Soffa,
Denise Ombres,
Greg Nelson,
Ralph E. Griswold,
David R. Hanson,
Joseph M. Morris,
Alexander Bunkenburg,
Manfred Broy,
Bernd Krieg-Brckner,
Manfred Broy,
Greg Nelson,
Manfred Broy,
Peter Pepper,
Henry Cejtin,
Suresh Jagannathan,
Richard Kelsey,
Wi-Ngan Chin,
Eak-Khoon Goh,
David W. Wall,
Mitchell Wand,
Naftaly H. Minsky,
Max Hailperin,
James E. Archer Jr.,
Richard Conway,
Fred B. Schneider,
Jong-Deok Choi,
Jeanne Ferrante,
Fred C. Chow,
John L. Hennessy,
Michael Wolfe,
Manhoi Choy,
Ambuj K. Singh,
Jeannette M. Wing,
Gregory R. Andrews,
Ronald A. Olsson,
Michael H. Coffin,
Irving Elshoff,
Kelvin D. Nilsen,
Titus Purdin,
Gregg M. Townsend,
David S. Wise,
Tim Nicholson,
Norman Y. Foo,
Jon Mauney,
Charles N. Fischer,
Flemming Nielson,
Guei-Yuan Lueh,
Thomas Gross,
Ali-Reza Adl-Tabatabai,
Tevfik Bultan,
Richard Gerber,
William Pugh,
Michael Sperber,
Peter Thiemann,
Daniel Jackson,
Somesh Jha,
Craig Damon,
Jan A. Bergstra,
T. B. Dinesh,
John Field,
Jan Heering,
Keith D. Cooper,
Ken Kennedy,
Linda Torczon,
Keith D. Cooper,
L. Taylor Simpson,
Christopher A. Vick,
Michael G. Burke,
Martn Abadi,
Michael Burrows,
Butler W. Lampson,
Gordon D. Plotkin,
David B. Whalley,
Martn Abadi,
Luca Cardelli,
Benjamin C. Pierce,
Gordon D. Plotkin,
Pamela Zave,
Carroll Morgan,
Annabelle McIver,
Karen Seidel,
R. C. Sekar,
I. V. Ramakrishnan,
Helmut Richter,
Orna Grumberg,
David E. Long,
Charles L. A. Clarke,
Gordon V. Cormack,
Massimo Ancona,
Gabriella Dodero,
Vittoria Gianuzzi,
M. Morgavi,
Mads Tofte,
Lars Birkedal,
Roberto Giacobazzi,
Francesca Scozzari,
Neng-Fa Zhou,
James W. Stamos,
David K. Gifford,
Stephen N. Freund,
John C. Mitchell,
Edward L. Robertson,
David A. Gudeman,
Robert D. Cameron,
William Pugh,
David Wonnacott,
William Pugh,
David Wonnacott,
Jayadev Misra,
K. Mani Chandy,
Robert I. Winner,
Michael J. Fischer,
Nancy A. Lynch,
James E. Burns,
Allan Borodin,
Jacob T. Schwartz,
Craig Chambers,
Gary T. Leavens,
Samuel N. Kamin,
Franco Turini,
Ronald Morrison,
Alan Dearle,
Richard C. H. Connor,
Alfred L. Brown,
Manuel E. Bermudez,
Karl M. Schimpf,
Stephen P. Masticola,
Thomas J. Marlowe,
Barbara G. Ryder,
Lori L. Pollock,
Mary Lou Soffa,
Jin Yang,
Aloysius K. Mok,
Farn Wang,
Shaula Yemini,
Daniel M. Berry,
Shaula Yemini,
Daniel M. Berry,
Giuseppe Castagna,
Norman H. Cohen,
Norman H. Cohen,
Philip J. Koopman Jr.,
Peter Lee,
Daniel P. Siewiorek,
Daniel J. Rosenkrantz,
Harry B. Hunt,
N. Raja,
R. K. Shyamasundar,
Douglas Comer,
Thomas A. Henzinger,
Shaz Qadeer,
Sriram K. Rajamani,
Serdar Tasiran,
Daniel C. Swinehart,
Polle Zellweger,
Richard J. Beach,
Robert Hagemann,
Hong Tang,
Kai Shen,
Tao Yang,
Maurice Herlihy,
Maurice Herlihy,
Jrgen Steensgaard-Madsen,
Jrgen Steensgaard-Madsen,
Daniel Le Mtayer,
Jennifer Widom,
David Gries,
Fred B. Schneider,
Anthony M. Sloane,
C. B. Jones,
Larry G. Jones,
Tao Yang,
Cong Fu,
Christopher League,
Zhong Shao,
Valery Trifonov,
Mahmut T. Kandemir,
Prithviraj Banerjee,
Alok N. Choudhary,
J. Ramanujam,
Nagaraj Shenoy,
Kenneth E. Iverson,
Raymie Stata,
Martn Abadi,
Stefan Sokolowski,
Mark N. Wegman,
F. Kenneth Zadeck,
J. Michael Ashley,
Charles Consel,
J. Michael Ashley,
R. Kent Dybvig,
Dhananjay M. Dhamdhere,
Joxan Jaffar,
Spiro Michaylov,
Peter J. Stuckey,
Roland H. C. Yap,
Jrgen Brstler,
Ulrich Mncke,
Reinhard Wilhelm,
Vincenza Carchiolo,
Antonella Di Stefano,
Alberto Faro,
Giuseppe Pappalardo,
Kathryn S. McKinley,
Steve Carr,
Chau-Wen Tseng,
Jacques Loeckx,
Joylyn Reed,
Raymond T. Yeh,
Richard D. Schlichting,
Fred B. Schneider,
Prasun Dewan,
Marvin H. Solomon,
Daniel G. Bobrow,
John H. Reif,
Paul G. Spirakis,
Steven P. Reiss,
Deborah Whitfield,
Mary Lou Soffa,
Dhananjay M. Dhamdhere,
Harish Patil,
Dhananjay M. Dhamdhere,
K. V. Sankaranarayanan,
Mikkel Thorup,
Thomas W. Reps,
Alan J. Demers,
Massimiliano Poletto,
Vivek Sarkar,
Robert H. Halstead Jr.,
Mic Bowman,
Saumya K. Debray,
Larry L. Peterson,
Ron Cytron,
Jeanne Ferrante,
Barry K. Rosen,
Mark N. Wegman,
F. Kenneth Zadeck,
Lal George,
Andrew W. Appel,
Yuh-Jzer Joung,
Scott A. Smolka,
Wilf R. LaLonde,
Jim des Rivires,
Jack W. Davidson,
Christopher W. Fraser,
Jack W. Davidson,
Christopher W. Fraser,
Janice E. Cuny,
Lawrence Snyder,
Mahadevan Ganapathi,
Charles N. Fischer,
Ian T. Foster,
Stephen Taylor,
Andy J. Wellings,
Bob Johnson,
Bo Sanden,
Jrg Kienzle,
Thomas Wolf,
Stephen Michell,
Barbara G. Ryder,
William Landi,
Phil Stocks,
Sean Zhang,
Rita Altucher,
Gail E. Kaiser,
Brent Hailpern,
Josephine Micallef,
Gail E. Kaiser,
Paul N. Hilfinger,
J. Arsac,
Yves Kodratoff,
David Gelernter,
Gopal Gupta,
Bharat Jayaraman,
Geoffrey Smith,
Dennis M. Volpano,
Carl E. Landwehr,
Andrew K. Wright,
Robert Cartwright,
Andrew K. Wright,
Suresh Jagannathan,
Jean-Francois Bergeretti,
Bernard Carr,
Eugene W. Myers,
Webb Miller,
G. Ramalingam,
G. Ramalingam,
G. Ramalingam,
G. Ramalingam,
Jun Lang,
David B. Stewart,
William R. Mallgren,
Takuya Katayama,
Susan Horwitz,
Mordechai Ben-Ari,
Cliff Young,
Michael D. Smith,
Seif Haridi,
Peter Van Roy,
Per Brand,
Michael Mehl,
Ralf Scheidhauer,
Gert Smolka,
Michael G. Burke,
Gerald A. Fisher,
Michael G. Burke,
Linda Torczon,
Randy Allen,
Ken Kennedy,
Yehuda Afek,
Danny Dolev,
Eli Gafni,
Michael Merritt,
Nir Shavit,
Edgar Knapp,
James E. Burns,
Jan K. Pachl,
Paolo Bottoni,
Maria Francesca Costabile,
Piero Mussio,
Thomas J. Sager,
F. Warren Burton,
F. Warren Burton,
F. Warren Burton,
Noah S. Prywes,
Amir Pnueli,
S. Shastry,
Pascal Fradet,
Daniel Le Mtayer,
Hanan Samet,
David Sands,
Susan L. Graham,
Michael A. Harrison,
Walter L. Ruzzo,
Saniya Ben Hassen,
Henri E. Bal,
Ceriel J. H. Jacobs,
Russell W. Quong,
Mark A. Linton,
Susan Horwitz,
Tim Teitelbaum,
Carsten K. Gomard,
Alberto Martelli,
Ugo Montanari,
David G. Von Bank,
Charles M. Shub,
Robert W. Sebesta,
J. Gregory Morrisett,
David Walker,
Karl Crary,
Neal Glew,
Leslie Lamport,
Lawrence C. Paulson,
Leslie Lamport,
Fred B. Schneider,
R. G. G. Cattell,
Hans Lei,
Yehuda Afek,
Geoffrey Brown,
Michael Merritt,
Marta Jimnez,
Jos M. Llabera,
Agustn Fernndez,
Barbara G. Ryder,
Marvin C. Paull,
Dominic Duggan,
Dexter Kozen,
William M. Farmer,
John D. Ramsdell,
Ronald J. Watro,
Richard Kennaway,
M. Ronan Sleep,
Edmond Schonberg,
Jacob T. Schwartz,
Micha Sharir,
Antonio Brogi,
Paolo Mancarella,
Dino Pedreschi,
Franco Turini,
Arthur Charlesworth,
Arthur Charlesworth,
Marty Ossefort,
Dennis M. Volpano,
Luiz De Rose,
David A. Padua,
Michal Walicki,
Sigurd Meldal,
Keith L. Clark,
Steve Gregory,
Edmund M. Clarke,
Ravi Sethi,
Steven Dawson,
C. R. Ramakrishnan,
Steven Skiena,
Terrance Swift,
John D. Gannon,
Paul R. McMullin,
Richard G. Hamlet,
Benjamin C. Pierce,
David N. Turner,
Suresh Jagannathan,
Adam Brooks Webber,
Leslie Lamport,
Leslie Lamport,
Leslie Lamport,
Leslie Lamport,
Leslie Lamport,
Leslie Lamport,
Konstantinos F. Sagonas,
Terrance Swift,
Ernst-Rdiger Olderog,
Krzysztof R. Apt,
Roberto M. Amadio,
Luca Cardelli,
Zhong Shao,
Andrew W. Appel,
David Garlan,
Charles W. Krueger,
Barbara Staudt Lerner,
Robert Kennedy,
Sun Chan,
Shin-Ming Liu,
Raymond Lo,
Peng Tu,
Fred C. Chow,
Sophia Drossopoulou,
Ferruccio Damiani,
Mariangiola Dezani-Ciancaglini,
Paola Giannini,
Stefano Bistarelli,
Francesca Rossi,
Gary L. Peterson,
Gary L. Peterson,
Edmund M. Clarke,
E. Allen Emerson,
A. Prasad Sistla,
Edmund M. Clarke,
Orna Grumberg,
Somesh Jha,
Edmund M. Clarke,
Orna Grumberg,
David E. Long,
J. A. Barnden,
Lars Rder Clausen,
Ulrik Pagh Schultz,
Charles Consel,
Gilles Muller,
S. Aggarwal,
Costas Courcoubetis,
Pierre Wolper,
Jos E. Moreira,
Samuel P. Midkiff,
Manish Gupta,
Yanhong A. Liu,
Scott D. Stoller,
Tim Teitelbaum,
Reinhard von Hanxleden,
Ken Kennedy,
Joseph L. Bates,
Robert L. Constable,
Joseph Bates,
Alon Lavie,
M. Howard Williams,
Konstantin Lufer,
Martin Odersky,
Geoffrey Clemm,
Leon J. Osterweil,
Manuel V. Hermenegildo,
German Puebla,
Kim Marriott,
Peter J. Stuckey,
George S. Avrunin,
Jack C. Wileden,
Michael Codish,
Anne Mulkers,
Maurice Bruynooghe,
Maria J. Garca de la Banda,
Manuel V. Hermenegildo,
Edward A. Lycklama,
Vassos Hadzilacos,
Richard L. Sites,
J. Bergeron,
A. Dubuque,
Marco A. Casanova,
Philip A. Bernstein,
Mohamed G. Gouda,
Chung-Kuo Chang,
Lawrence A. Crowl,
Thomas J. LeBlanc,
Amr Sabry,
Philip Wadler,
Micha Sharir,
Jean-Marie Larchevque,
Orna Kupferman,
Moshe Y. Vardi,
Nissim Francez,
William F. Appelbe,
Anders P. Ravn,
Annalisa Bossi,
Sandro Etalle,
Robert B. K. Dewar,
Arthur Grand,
Ssu-Cheng Liu,
Jacob T. Schwartz,
Edmond Schonberg,
Charles N. Fischer,
Cliff Click,
Keith D. Cooper,
Urs Hlzle,
David Ungar,
David Bernstein,
Izidor Gertner,
Nachum Dershowitz,
Rance Cleaveland,
Joachim Parrow,
Bernhard Steffen,
Gerald Baumgartner,
Vincent F. Russo,
Uday P. Khedker,
Dhananjay M. Dhamdhere,
Gary L. Peterson,
Richard Gerber,
Seongsoo Hong,
Tim Sheard,
Alexander Aiken,
John H. Williams,
Edward L. Wimmers,
Naoki Kobayashi,
William E. Weihl,
Barbara Liskov,
David Barstow,
Todd B. Knoblock,
Jakob Rehof,
David R. Fuchs,
Donald E. Knuth,
Agostino Cortesi,
Gilberto Fil,
Roberto Giacobazzi,
Catuscia Palamidessi,
Francesco Ranzato,
Anne Mulkers,
William H. Winsborough,
Maurice Bruynooghe,
Robert B. K. Dewar,
Micha Sharir,
Elia Weixelbaum,
Daniel G. Bobrow,
Douglas W. Clark,
Hassan At-Kaci,
Robert S. Boyer,
Patrick Lincoln,
Roger Nasr,
G. A. Venkatesh,
Mooly Sagiv,
Thomas W. Reps,
Reinhard Wilhelm,
Shmuel Sagiv,
Thomas W. Reps,
Reinhard Wilhelm,
C. S. Wetherell,
Allan Gottlieb,
Boris D. Lubachevsky,
Larry Rudolph,
Dan Grossman,
J. Gregory Morrisett,
Steve Zdancewic,
Ken Kennedy,
Ulrich Kremer,
Ken Kennedy,
Jayashree Ramanathan,
Ilan Bar-On,
Uzi Vishkin,
Christopher W. Fraser,
A. A. Lopez,
Christopher W. Fraser,
Eugene W. Myers,
D. B. Arnold,
M. Ronan Sleep,
Brian Grant,
Markus Mock,
Matthai Philipose,
Craig Chambers,
Susan J. Eggers,
Colin J. Fidge,
W. Homer Carlisle,
Kathleen Fisher,
Benjamin C. Pierce,
Stephan Murer,
Stephen M. Omohundro,
David Stoutamire,
Clemens Szyerski,
Dennis Dams,
Rob Gerth,
Orna Grumberg,
Robert D. Cameron,
Mabo Robert Ito,
Isabelle Attali,
Denis Caromel,
Sidi O. Ehmety,
Kim Marriott,
Harald Sndergaard,
Neil D. Jones,
Jon A. Solworth,
Peter T. Breuer,
Carlos Delgado Kloos,
Andrs Marn Lpez,
Natividad Martnez Madrid,
Luis Snchez Fernndez,
Jason Maassen,
Rob Van Nieuwpoort,
Ronald Veldema,
Henri E. Bal,
Thilo Kielmann,
Ceriel J. H. Jacobs,
Rutger F. H. Hofman,
Rmi Douence,
Pascal Fradet,
Rajive Bagrodia,
George J. Milne,
Olivier Danvy,
Jens Palsberg,
Gael N. Buckley,
Abraham Silberschatz,
Jayadev Misra,
Jayadev Misra,
Jayadev Misra,
John C. Mitchell,
Gordon D. Plotkin,
Paul Steckler,
Mitchell Wand,
Francisco Bueno,
Maria J. Garca de la Banda,
Manuel V. Hermenegildo,
Evan Tick,
M. Korsloot,
Walter F. Tichy,
Walter F. Tichy,
Jan Heering,
Paul Klint,
J. Rekers,
Jan Heering,
Paul Klint,
J. Rekers,
L. Colussi,
Wilf R. LaLonde,
Wilf R. LaLonde,
Wilf R. LaLonde,
Jacob Katzenelson,
Shlomit S. Pinter,
Eugen Schenfeld,
Siddhartha Chatterjee,
David Ungar,
Frank Jackson,
Gudjon Gudjonsson,
William H. Winsborough,
Susan S. Owicki,
Leslie Lamport,
Sebastian Unger,
Frank Mueller,
Robert W. Schwanke,
Gail E. Kaiser,
Keshav Pingali,
Arvind,
James M. Purtilo,
Naoki Kobayashi,
Benjamin C. Pierce,
David N. Turner,
Paul C. Attie,
E. Allen Emerson,
Paul C. Attie,
E. Allen Emerson,
A. Udaya Shankar,
Simon S. Lam,
S. O. Anderson,
Roland Carl Backhouse,
Fred B. Schneider,
F. Andr,
Jean-Pierre Bantre,
Jean-Paul Routeau,
Richard Kennaway,
Jan Willem Klop,
M. Ronan Sleep,
Fer-Jan de Vries,
Robert L. Constable,
James E. Donahue,
Thomas W. Reps,
Tim Teitelbaum,
Alan J. Demers,
Robert L. Constable,
Daniel R. Zlatin,
Wim H. Hesselink,
Christoph M. Hoffman,
Michael J. O'Donnell,
Gregory R. Andrews,
John H. Williams,
Roland Carl Backhouse,
George W. Ernst,
William F. Ogden,
