author_name,editor_name
Selahattin Kuru,
Harold Boley,
R. Bhaskar,
Anil Nigam,
Sheila Rock,
Gnter Neumann,
Nico Roos,
Nico Roos,
Daniel E. Rose,
Steve Chien,
Gregg Rabideau,
Jason Willis,
Tobias Mann,
Dan Roth,
Anup K. Sen,
Amitava Bagchi,
John A. Self,
Chuck Rieger,
J. H. Rieger,
Benjamin Kuipers,
David Elliot Shaw,
Wei-Min Shen,
Zuliang Shen,
Christoph Walther,
Thomas Kolbe,
Katsumi Inoue,
Gregory R. Ruth,
Ian Frank,
David A. Basin,
Terry Winograd,
Richard W. Weyhrauch,
Francesco M. Donini,
Maurizio Lenzerini,
Daniele Nardi,
Bernhard Hollunder,
Werner Nutt,
Alberto Marchetti-Spaccamela,
Peter Jeavons,
David A. Cohen,
Martin C. Cooper,
George N. Reeke Jr.,
Patricia S. Churchland,
Terrence J. Sejnowski,
Nils J. Nilsson,
Stuart J. Russell,
Peter Norvig,
Paul Snow,
Paul Snow,
Tran Cao Son,
Chitta Baral,
John F. Sowa,
John F. Sowa,
Hubert L. Dreyfus,
Christian Vilhelm,
Pierre Ravaux,
Daniel Calvelo,
Alexandre Jaborska,
Marie-Christine Chambrin,
Michel Boniface,
Guillermo R. Simari,
Ronald Prescott Loui,
Roni Khardon,
Dan Roth,
Roni Khardon,
Dan Roth,
Biplav Srivastava,
Subbarao Kambhampati,
Minh Binh Do,
Jacques Pitrat,
Paul M. Hayton,
Michael Brady,
Stephen M. Smith,
Niall Moore,
Michael Leyton,
Armand Prieditis,
Robert Davis,
Stig K. Andersen,
Richard Levinson,
John R. Anderson,
John R. Anderson,
Kathleen McKeown,
Katsushi Ikeuchi,
Berthold K. P. Horn,
Michael Brady,
Michael Brady,
Michael Brady,
Michael Brady,
Michael Brady,
Peter M. Todd,
Henry A. Kautz,
Michael J. Kearns,
Bart Selman,
Daniel Brand,
Michael Kaminski,
Michael Kaminski,
Jozsef A. Toth,
Elizabeth Bradley,
Matthew Easley,
Reinhard Stolle,
Michael A. Arbib,
Jim-Shih Liaw,
Thomas Drakengren,
Marcus Bjreland,
Thomas Drakengren,
Peter Jonsson,
Thomas Drakengren,
Peter Jonsson,
William J. Clancey,
William J. Clancey,
William J. Clancey,
William J. Clancey,
William J. Clancey,
William J. Clancey,
Henry E. Kyburg Jr.,
Mark Craven,
Dan DiPasquo,
Dayne Freitag,
Andrew McCallum,
Tom M. Mitchell,
Kamal Nigam,
Sen Slattery,
Peter L. Hammer,
Alexander Kogan,
Takashi Matsuyama,
Tomoaki Nitta,
Jrme Amilhastre,
Hlne Fargier,
Pierre Marquis,
Chin-Liang Chang,
Minoru Asada,
Eiji Uchibe,
Koh Hosoda,
Randall Davis,
Bruce G. Buchanan,
Edward H. Shortliffe,
Randall Davis,
Bruce G. Buchanan,
Edward H. Shortliffe,
Fahiem Bacchus,
Adam J. Grove,
Joseph Y. Halpern,
Daphne Koller,
Toyoaki Nishida,
Nir Friedman,
Joseph Y. Halpern,
Thomas Eiter,
Georg Gottlob,
Nicola Leone,
Thomas Eiter,
Toshihide Ibaraki,
Kazuhisa Makino,
Steven A. Vere,
Steven A. Vere,
Thomas Eiter,
V. S. Subrahmanian,
George Pick,
Thomas Eiter,
V. S. Subrahmanian,
Timothy J. Rogers,
Tuomas Sandholm,
Victor R. Lesser,
Cees Witteveen,
Gerhard Brewka,
Cees Witteveen,
Wiebe van der Hoek,
Xiao Jun Chen,
Giuseppe De Giacomo,
Ken Currie,
Austin Tate,
Tams Horvth,
Gyrgy Turn,
F. Malloy Brown,
Frank M. Brown,
Frank M. Brown,
Frank M. Brown,
David Poole,
David Poole,
David Poole,
David Poole,
David Poole,
James P. Delgrande,
James P. Delgrande,
James P. Delgrande,
Mark Derthick,
Kristian J. Hammond,
Bertram C. Bruce,
Bertram C. Bruce,
Tie-Cheng Wang,
Nigel Ward,
Marvin Minsky,
Marvin Minsky,
Franz Wotawa,
Steven Minton,
Andrew Gelsey,
Mark Schwabacher,
Don Smith,
Riccardo Rosati,
Michael D. Vose,
Johan de Kleer,
Alan K. Mackworth,
Raymond Reiter,
Daniel S. Weld,
Daniel S. Weld,
Daniel S. Weld,
Daniel S. Weld,
Daniel S. Weld,
Daniel S. Weld,
Toshihide Ibaraki,
Alexander Kogan,
Kazuhisa Makino,
Toshihide Ibaraki,
Alexander Kogan,
Kazuhisa Makino,
Alan K. Mackworth,
Eugene C. Freuder,
Alan K. Mackworth,
Eugene C. Freuder,
Robert T. Frankot,
Rama Chellappa,
Vladimir Lifschitz,
Arkady Rabinov,
Daniel Jurafsky,
Tommy W. S. Chow,
Jin-Yan Li,
Steven Cushing,
Fernando C. N. Pereira,
Barbara J. Grosz,
Fernando C. N. Pereira,
Martha E. Pollack,
Alberto Maria Segre,
Charles Elkan,
Alberto Maria Segre,
Geoffrey J. Gordon,
Christian Freksa,
William A. Woods,
Ken-ichi Kanatani,
Tsai-Chia Chou,
David E. Smith,
Michael R. Genesereth,
Matthew L. Ginsberg,
Francesco M. Donini,
Maurizio Lenzerini,
Daniele Nardi,
Werner Nutt,
Andrea Schaerf,
Peter Paul Schreiber,
Geoffrey E. Hinton,
Peter Szolovits,
Stephen G. Pauker,
Peter Szolovits,
Stephen G. Pauker,
John Haugeland,
Richard J. Howarth,
JooFung Wong,
Geoffrey E. Hinton,
Geoffrey E. Hinton,
Jonathan Gratch,
Gerald DeJong,
Pietro Parodi,
R. Lancewicki,
A. Vijh,
John K. Tsotsos,
G. M. Adelson-Velskiy,
V. L. Arlazarov,
M. V. Donskoy,
Amar Isli,
Anthony G. Cohn,
Azriel Rosenfeld,
Azriel Rosenfeld,
Timothy Koschmann,
Timothy Koschmann,
M. Freund,
Michael Freund,
Michael Freund,
Iaki Inza,
Pedro Larraaga,
Ramon Etxeberria,
Basilio Sierra,
Anthony Barrett,
Daniel S. Weld,
Robert C. Holte,
T. Mkadmi,
R. M. Zimmer,
A. J. MacDonald,
Murray Campbell,
T. Anthony Marsland,
Qiang Yang,
Luigi Palopoli,
Fiora Pirri,
Clara Pizzuti,
Subbarao Kambhampati,
Subbarao Kambhampati,
James A. Hendler,
Subbarao Kambhampati,
Dana S. Nau,
Vittorio Brusoni,
Luca Console,
Paolo Terenziani,
Wai K. Yeap,
Alan Bundy,
Dennis DeCoste,
Gerald Tesauro,
Martin C. Cooper,
David A. Cohen,
Peter Jeavons,
Stephen Muggleton,
Alberto Martelli,
Gerald DeJong,
Scott Bennett,
Gerald DeJong,
Jonathan Gratch,
Francesco Gardin,
Bernard Meltzer,
Jonas Grding,
Luc Lismont,
Philippe Mongin,
Sheila A. McIlraith,
Nicholas Kushmerick,
Steve Hanks,
Daniel S. Weld,
Jeremy York,
Eugene C. Freuder,
Robert A. Wilson,
Randall H. Wilson,
Feng Zhao,
Sebastian Thrun,
Dieter Fox,
Wolfram Burgard,
Frank Dellaert,
Alexandre Linhares,
Lashon B. Booker,
David E. Goldberg,
John H. Holland,
Fabio Gagliardi Cozman,
Ria Follett,
Ruben J. Kleiman,
Dirk Ourston,
Raymond J. Mooney,
Fausto Giunchiglia,
Ashraf M. Abdelbar,
Ellen Riloff,
Yan Xia,
S. Sitharama Iyengar,
N. E. Brener,
Eddie Schwalb,
Rina Dechter,
Arthur J. Nevins,
Tzachi Dar,
Leo Joskowicz,
Ehud Rivlin,
Yang Xiang,
H. Jaap van den Herik,
Jos W. H. M. Uiterwijk,
Jack van Rijswijck,
Gernot D. Kleiter,
Gernot D. Kleiter,
Chris Mellish,
Paul C. Gilmore,
Jeff Rickel,
Bruce W. Porter,
Manny Rayner,
Kenneth M. Kahn,
G. Anthony Gorry,
Ernest Davis,
Randall Davis,
Randall Davis,
Randall Davis,
Ernest Davis,
Ernest Davis,
Daniel G. Schwartz,
Grigori Schwarz,
Miroslaw Truszczynski,
Jrg Kohlas,
Bernhard Anrig,
Rolf Haenni,
Paul-Andr Monney,
Robin Hirsch,
Robin Hirsch,
Alan M. Frisch,
Christian Bessire,
Fabio Aiolli,
Alessandro Sperduti,
Yves Lesprance,
Hector J. Levesque,
Jean-Franois Dufourd,
Pascal Mathis,
Pascal Schreck,
Brian Drabble,
Achim Schweikard,
Fabian Schwarzer,
Deepak Kapur,
Richard M. Karp,
Judea Pearl,
Scott R. Turner,
Hudson Turner,
Onn Shehory,
Sarit Kraus,
Osher Yadgar,
Kalev Kask,
Rina Dechter,
Simon Kasif,
Artur S. Avila Garcez,
Krysia Broda,
Dov M. Gabbay,
Richard J. Waldinger,
Karl N. Levitt,
Herbert Kay,
Bernhard Rinner,
Benjamin Kuipers,
Milind Tambe,
Paul S. Rosenbloom,
Shai Ben-David,
Rachel Ben-Eliyahu-Zohary,
Kate Larson,
Tuomas Sandholm,
Eliseo Clementini,
Paolino Di Felice,
Daniel Hernndez,
Luc De Raedt,
William W. Cohen,
Brian L. Cohen,
Edward Cohen,
William W. Cohen,
Anthony G. Cohn,
Donald Perlis,
Anthony G. Cohn,
Donald Perlis,
Robert M. Haralick,
Gordon L. Elliott,
Robert M. Haralick,
Knut Ripken,
Pascal Van Hentenryck,
Yves Deville,
Choh-Man Teng,
Jeffrey Van Baalen,
Jan Eric Larsson,
Pascal Van Hentenryck,
Helmut Simonis,
Mehmet Dincbas,
Jeff Shrager,
Jeff Shrager,
Charles C. Tappert,
N. R. Dixon,
Lee Spector,
James A. Hendler,
Thomas Dean,
Mark S. Boddy,
Thomas Dean,
Drew V. McDermott,
Sargur N. Srihari,
Radmilo M. Bozinovic,
Joo P. Martins,
Stuart C. Shapiro,
Matthew Brand,
Peter N. Prokopowicz,
Clark Elliott,
Rolf P. Wrtz,
Eugene Charniak,
Eugene Charniak,
Eugene Charniak,
Tom Costello,
Mrk Jelasity,
Jzsef Dombi,
Eric Horvitz,
Shlomo Zilberstein,
Jos L. Balczar,
David Israel,
Jonathan Schaeffer,
Joseph C. Culberson,
Norman Treloar,
Brent Knight,
Paul Lu,
Duane Szafron,
Martin Herman,
Takeo Kanade,
W. Eric L. Grimson,
Mark F. St. John,
James L. McClelland,
Ronald R. Yager,
Mark Derthick,
Johan de Kleer,
Johan de Kleer,
Johan de Kleer,
Johan de Kleer,
Johan de Kleer,
John Seely Brown,
Johan de Kleer,
John Seely Brown,
Johan de Kleer,
Kurt Konolige,
Johan de Kleer,
Brian C. Williams,
Norbert Eisinger,
Hans Jrgen Ohlbach,
Axel Prcklein,
Pieter J. Mosterman,
Gautam Biswas,
David A. Klein,
Edward H. Shortliffe,
Arthur J. Nevins,
Murray Campbell,
A. Joseph Hoane Jr.,
Feng-hsiung Hsu,
Monroe M. Newborn,
Hidde de Jong,
Arie Rip,
Hidde de Jong,
Frank van Raalte,
Karen Sparck Jones,
Mark S. Tuttle,
Onn Shehory,
Sarit Kraus,
Kathryn B. Laskey,
Paul E. Lehner,
Yibing Yang,
Alan L. Yuille,
Peter Baumgartner,
Ulrich Furbach,
Frieder Stolzenburg,
Dennis McLeod,
Paul L. Yanover,
Aaron N. Kaplan,
Lenhart K. Schubert,
Aravind K. Joshi,
Allen Newell,
Allen Newell,
Scott E. Fahlman,
Daniel Berleant,
Benjamin Kuipers,
Bart Selman,
David G. Mitchell,
Hector J. Levesque,
Reid G. Simmons,
Kathleen McKeown,
Steven Feiner,
Mukesh Dalal,
Shih-Fu Chang,
Aaron Sloman,
Aaron Sloman,
Michael H. Bowling,
Manuela M. Veloso,
Nils J. Nilsson,
Nils J. Nilsson,
Nils J. Nilsson,
Nils J. Nilsson,
Gabriele Kern-Isberner,
G. Priest,
Arkady Rabinov,
Subbarao Kambhampati,
Suresh Katukam,
Yong Qu,
Subbarao Kambhampati,
Craig A. Knoblock,
Qiang Yang,
Clare Dixon,
Michael Fisher,
Alexander Bolotov,
Astro Teller,
Manuela M. Veloso,
Jonathan Connell,
Michael Brady,
Geoffrey LaForte,
Patrick J. Hayes,
Kenneth M. Ford,
P. P. Chakrabarti,
S. Ghose,
Arup Acharya,
S. C. De Sarkar,
Laurent Siklssy,
John W. Roach,
William Croft,
Judea Pearl,
Judea Pearl,
Judea Pearl,
Paolo Liberatore,
Christopher Raphael,
Gbor Rdey,
Charles L. Hedrick,
Robert J. Woodham,
George N. Reeke Jr.,
Fumio Mizoguchi,
Hiroyuki Nishiyama,
Hayato Ohwada,
Hironori Hiraishi,
Donna Reese,
Andrew P. Witkin,
Glenn Fowler,
Robert M. Haralick,
F. Gail Gray,
Charles Feustel,
Charles Grinstead,
Shlomo Zilberstein,
Stuart J. Russell,
Abul Hossain,
Kumar S. Ray,
Hans Jrgen Ohlbach,
Jana Koehler,
I. D. Reid,
Michael Brady,
Daniel G. Bobrow,
Daniel G. Bobrow,
Albert L. Zobrist,
Herbert A. Simon,
Ral E. Valds-Prez,
Derek H. Sleeman,
Barbara Hayes-Roth,
Barbara Hayes-Roth,
Barbara Hayes-Roth,
Philippe Smets,
Robert Kennes,
Genevive Simonet,
Dan Geiger,
David Heckerman,
Mathias Bode,
O. Freyd,
J. Fischer,
F.-J. Niedernostheide,
H.-J. Schulze,
Giovanni Manzini,
Hans J. Berliner,
Gordon Goetsch,
Murray Campbell,
Carl Ebeling,
John K. Tsotsos,
Vittorio Brusoni,
Luca Console,
Paolo Terenziani,
Daniele Theseider Dupr,
Francesco Buccafurri,
Thomas Eiter,
Georg Gottlob,
Nicola Leone,
Wai K. Yeap,
Margaret E. Jefferies,
Takashi Horiyama,
Toshihide Ibaraki,
Jochen Renz,
Bernhard Nebel,
Luc Steels,
Mark Stefik,
Mark Stefik,
Mark Stefik,
Mark Stefik,
Mark Stefik,
Mark Stefik,
Mark S. Boddy,
Thomas Dean,
Enrique Castillo,
Cristina Solares,
Patricia Gmez,
Martin Buchheit,
Francesco M. Donini,
Werner Nutt,
Andrea Schaerf,
Alan Bundy,
Fausto Giunchiglia,
Roberto Sebastiani,
Toby Walsh,
Shuichi Shimizu,
Masayuki Numao,
Lynn Andrea Stein,
Leora Morgenstern,
Chitta Baral,
Alfredo Gabaldon,
Alessandro Provetti,
Chitta Baral,
Vladik Kreinovich,
Raul Trejo,
Robert K. Lindsay,
Bruce G. Buchanan,
Edward A. Feigenbaum,
Joshua Lederberg,
Eric A. Hansen,
Shlomo Zilberstein,
Hannes Leitgeb,
Pedro Meseguer,
Carme Torras,
Robert E. Stepp,
Ryszard S. Michalski,
Alan Bundy,
Bob Welham,
Damjan Bojadziev,
Matjaz Gams,
Karl H. Pribram,
Robert Sproull,
Henri Jacques Suermondt,
Gregory F. Cooper,
Jrgen Dix,
Sarit Kraus,
V. S. Subrahmanian,
Zhengyou Zhang,
Rachid Deriche,
Olivier D. Faugeras,
Quang-Tuan Luong,
Christopher Leckie,
Ingrid Zukerman,
John K. Slaney,
Sylvie Thibaux,
Peter Pirolli,
Francesco M. Donini,
Fabio Massacci,
Ronald L. Rivest,
Phil Husbands,
Stefan Brass,
Jrgen Dix,
Teodor C. Przymusinski,
Gerald Tesauro,
Terrence J. Sejnowski,
Larry A. Rendell,
Scott H. Clearwater,
Tad Hogg,
Markus Stumptner,
Franz Wotawa,
David W. Etherington,
Sarit Kraus,
Donald Perlis,
David Kirsh,
David Kirsh,
Ron Kohavi,
George H. John,
J. D. Horton,
Bruce Spencer,
John P. McDermott,
John P. McDermott,
Drew V. McDermott,
Drew V. McDermott,
Drew V. McDermott,
B. Meltzer,
Yumi Iwasaki,
Herbert A. Simon,
Yumi Iwasaki,
Herbert A. Simon,
Yumi Iwasaki,
Herbert A. Simon,
Richard M. Keller,
Didier Dubois,
Henri Prade,
Didier Dubois,
Henri Prade,
Benjamin Kuipers,
Benjamin Kuipers,
Benjamin Kuipers,
Benjamin Kuipers,
Roni Khardon,
John F. Horty,
Richmond H. Thomason,
David S. Touretzky,
Naresh C. Gupta,
Laveen N. Kanal,
Naresh Gupta,
Dana S. Nau,
George Lakoff,
Mark Jurik,
Edward E. Smith,
Murray Shanahan,
Barbara M. Smith,
Martin E. Dyer,
David E. Smith,
Michael R. Genesereth,
Jim Q. Smith,
K. Nadia Papamichail,
Joseph A. Goguen,
Michael Thielscher,
Michael Thielscher,
Michael Thielscher,
Michael Thielscher,
Michael Thielscher,
Andrei Bondarenko,
Phan Minh Dung,
Robert A. Kowalski,
Francesca Toni,
R. Cooper,
J. Fox,
Jonny Farringdon,
T. Shallice,
Yoshi Okamoto,
John F. Dillenburg,
Peter C. Nelson,
Leo Joskowicz,
Elisha Sacks,
Christer Bckstrm,
Russell Greiner,
Adam J. Grove,
Alexander Kogan,
Eric Horvitz,
Johan de Kleer,
Johan de Kleer,
Johan de Kleer,
Johan de Kleer,
Johan de Kleer,
Nicholas Kushmerick,
David C. Wilkins,
Yong Ma,
Russell Greiner,
Barbara A. Smith,
Ralph W. Wilkerson,
Alfonso Gerevini,
Jochen Renz,
Alfonso Gerevini,
Lenhart K. Schubert,
Alfonso Gerevini,
Lenhart K. Schubert,
XuanLong Nguyen,
Subbarao Kambhampati,
Romeo Sanchez Nigenda,
Eric A. Hansen,
Shlomo Zilberstein,
George C. Stockman,
Rob Kling,
Jie Cheng,
Russell Greiner,
Jonathan Kelly,
David A. Bell,
Weiru Liu,
T. L. McCluskey,
J. M. Porteous,
David Wilkins,
David E. Wilkins,
David E. Wilkins,
Peter C. R. Lane,
Fernand Gobet,
Hussein Almuallim,
Joseph M. Scandura,
John H. Durnin,
Wallace H. Wulfeck II,
Yves Deville,
Olivier Barette,
Pascal Van Hentenryck,
Rachel Ben-Eliyahu,
Rina Dechter,
Roger Lustig,
Brad Blumenthal,
Bruce W. Porter,
Mark F. Medress,
F. S. Cooper,
Jim W. Forgie,
C. C. Green,
Dennis H. Klatt,
Michael H. O'Malley,
E. P. Neuburg,
Allen Newell,
Raj Reddy,
B. Ritea,
J. E. Shoup-Hummel,
Donald E. Walker,
William A. Woods,
Danny De Schreye,
Maurice Bruynooghe,
Kristof Verschaetse,
John McCarthy,
John L. McCarthy,
John L. McCarthy,
John L. McCarthy,
John L. McCarthy,
Markus P. J. Fromherz,
Vijay A. Saraswat,
Daniel G. Bobrow,
Michael Gelfond,
Nicola Leone,
Michael Gelfond,
Halina Przymusinska,
James F. Allen,
C. Raymond Perrault,
Sven Ove Hansson,
Elisha Sacks,
Elisha Sacks,
Elisha Sacks,
Antony Galton,
Peter F. Patel-Schneider,
Hiroshi Motoda,
Kenichi Yoshida,
Kenneth Mark Colby,
Sylvia Weber,
Franklin Dennis Hilf,
Demetri Terzopoulos,
Andrew P. Witkin,
Michael Kass,
Amy L. Lansky,
Bonnie L. Webber,
Sandra Carberry,
John R. Clarke,
Abigail S. Gertner,
Terrence Harvey,
Ron Rymon,
Richard Washington,
Oren Etzioni,
Philippe Besnard,
Anthony Hunter,
Richard Fikes,
Peter E. Hart,
Nils J. Nilsson,
Omar Al-Jarrah,
Alaa Halawani,
Narendra Jussien,
Olivier Lhomme,
A. L. Cherniavsky,
Aline Deruyver,
Yann Hod,
Brian Falkenhainer,
Kenneth D. Forbus,
Dedre Gentner,
Nicholas R. Jennings,
Nicholas R. Jennings,
Bertha Guijarro-Berdias,
Amparo Alonso-Betanzos,
Oscar Fontenla-Romero,
Ronen I. Brafman,
Joseph Y. Halpern,
Yoav Shoham,
Eric Saund,
Kazuo Miyashita,
Katia P. Sycara,
Roland Hausser,
Deepak Kapur,
Joseph L. Mundy,
David Mutchler,
Jon Doyle,
Edwin P. D. Pednault,
Steven W. Zucker,
L. V. Muresan,
Shih Jong Lee,
Robert M. Haralick,
Ming Chua Zhang,
Tim Taylor,
Philip London,
Hussein Almuallim,
Thomas G. Dietterich,
Aske Plaat,
Jonathan Schaeffer,
Wim Pijls,
Arie de Bruin,
Carla P. Gomes,
Bart Selman,
Natasha Kurtonina,
Maarten de Rijke,
David Galles,
Judea Pearl,
Hans W. Guesgen,
Joachim Hertzberg,
Richard E. Korf,
Daniel L. Chester,
Richard E. Korf,
David Maxwell Chickering,
Richard E. Korf,
Ariel Felner,
Alan Fleming,
Eithan Ephrati,
Jeffrey S. Rosenschein,
Daniel C. Dennett,
Daniel C. Dennett,
Don R. Swanson,
Neil R. Smalheiser,
Charles M. Eastman,
John H. Gennari,
Pat Langley,
Douglas Fisher,
Patrick Prosser,
James N. MacGregor,
Jos Hernndez-Orallo,
Marc Leman,
Douglas B. Lenat,
Douglas B. Lenat,
Douglas B. Lenat,
Christopher Bailey-Kellogg,
Feng Zhao,
Wolfgang Wahlster,
Elisabeth Andr,
Wolfgang Finkler,
Hans-Jrgen Profitlich,
Thomas Rist,
Stuart J. Russell,
Eric Wefald,
Tze-Yun Leong,
Andr Vellino,
Andr Vellino,
Michele Barry,
David Cyrluk,
Deepak Kapur,
Joseph L. Mundy,
Van-Duc Nguyen,
Adnan Darwiche,
Adnan Darwiche,
Bernardo A. Huberman,
Tad Hogg,
Brian Sheppard,
Elliot B. Koffman,
Sumner E. Blount,
Giorgio Levi,
Franco Sirovich,
Frank van Harmelen,
Alan Bundy,
Giuseppe De Giacomo,
Yves Lesprance,
Hector J. Levesque,
Gianfranco Lamperti,
Marina Zanella,
Alon Y. Levy,
Marie-Christine Rousset,
Alon Y. Levy,
Daniel S. Weld,
Pietro Baroni,
Gianfranco Lamperti,
Paolo Pogliano,
Marina Zanella,
Sarit Kraus,
Sarit Kraus,
Andreas Herzig,
Omar Rifi,
Thomas Eiter,
Georg Gottlob,
Blai Bonet,
Hector Geffner,
Thomas Eiter,
Thomas Lukasiewicz,
Thomas Eiter,
V. S. Subrahmanian,
Yuval Roth,
Ramesh Jain,
Peter Politakis,
Sholom M. Weiss,
Masahiro Seo,
Hiroyuki Iida,
Jos W. H. M. Uiterwijk,
R. R. Kadesch,
Ira P. Goldstein,
Peter Stone,
Manuela M. Veloso,
Antoni Ligeza,
Vadim V. Anshelevich,
Zhisheng Huang,
Michael Masuch,
Lszl Plos,
Illah R. Nourbakhsh,
Donna Auguste,
Masamichi Shimura,
Frank H. George,
Jia-Huai You,
Xianchang Wang,
Li-Yan Yuan,
David Pierce,
Benjamin Kuipers,
Richard Young,
R. Michael Young,
K. Prazdny,
Churn-Jung Liau,
Bertrand I-Peng Lin,
Churn-Jung Liau,
Bertrand I-Peng Lin,
Peter F. Patel-Schneider,
Brian Falkenhainer,
Kenneth D. Forbus,
Steven Minton,
Mark D. Johnston,
Andrew B. Philips,
Philip Laird,
Brad Garton,
Susan L. Epstein,
Eugene C. Freuder,
Richard J. Wallace,
Kurt Engesser,
Dov M. Gabbay,
John L. McCarthy,
John L. McCarthy,
Hubert L. Dreyfus,
Sarit Kraus,
Daniel J. Lehmann,
Menachem Magidor,
Joseph O'Rourke,
Sarit Kraus,
Katia P. Sycara,
Amir Evenchik,
Sarit Kraus,
Jonathan Wilkenfeld,
Gilad Zlotkin,
Wei-Chung Lin,
Cheng-Chung Liang,
Chin-Tu Chen,
Laurent Siklssy,
A. Rich,
Vesko Marinov,
Phan Minh Dung,
Tran Cao Son,
H. Altay Gvenir,
George W. Ernst,
Stephen T. Barnard,
Miroslav Kubat,
Les Gasser,
David A. McAllester,
Harry G. Barrow,
Donald M. Peterson,
John A. Barnden,
Michael Gelfond,
Nicola Leone,
Cheng-Yuan Liou,
Wen-Pin Tai,
Michael Gelfond,
Halina Przymusinska,
Teodor C. Przymusinski,
Jeffrey A. Barnett,
Paul S. Rosenbloom,
John E. Laird,
Allen Newell,
Robert McCarl,
Ambuj Mahanti,
Charles J. Daniels,
Salem Benferhat,
Didier Dubois,
Henri Prade,
Jiming Liu,
Han Jing,
Yuan Yan Tang,
Nikitas M. Sgouros,
Randall H. Wilson,
Jean-Claude Latombe,
Salem Benferhat,
Alessandro Saffiotti,
Philippe Smets,
James Pustejovsky,
Branimir Boguraev,
Hilary Buxton,
Shaogang Gong,
Tom M. Mitchell,
Tom M. Mitchell,
Joseph S. B. Mitchell,
Melanie Mitchell,
Matthew L. Ginsberg,
William D. Harvey,
Matthew L. Ginsberg,
David E. Smith,
Rainer Weigel,
Boi Faltings,
Andreas S. Weigend,
Mauro Gaspari,
Jean-Louis Laurire,
Ronen Basri,
Ehud Rivlin,
Brian C. Williams,
Brian C. Williams,
Weixiong Zhang,
Chengqi Zhang,
Nevin Lianwen Zhang,
John D. Strom,
Lindley Darden,
Thomas Dean,
Leslie Pack Kaelbling,
Jak Kirman,
Ann E. Nicholson,
Kathleen F. McCoy,
Charles Elkan,
Luis Farias del Cerro,
Andreas Herzig,
Jrme Lang,
Paolo Liberatore,
Paolo Liberatore,
Marco Schaerf,
Grard M. Baudet,
Pascal Van Hentenryck,
Nigel H. Goddard,
Nigel H. Goddard,
Herbert A. Simon,
Herbert A. Simon,
Herbert A. Simon,
Herbert A. Simon,
Sven Ove Hansson,
Pawel Cholewinski,
V. Wiktor Marek,
Miroslaw Truszczynski,
Artur Mikitiuk,
Yuval Shahar,
H. M. Collins,
Robert Krovetz,
David Joslin,
John W. Roach,
Hans-Jrgen Brckert,
Anton Scheucher,
Hermann Kaindl,
Mark Perlin,
Donald Perlis,
Donald Perlis,
Donald Perlis,
Donald Perlis,
Anthony S. Maida,
David E. Foulser,
Ming Li,
Qiang Yang,
Kurt Konolige,
Kurt Konolige,
Robert Givan,
Sonia M. Leach,
Thomas Dean,
Ulrich Dorndorf,
Erwin Pesch,
Ton Phan Huy,
James J. Gillogly,
Louis I. Steinberg,
Zohar Manna,
Chee-Keong Kwoh,
Duncan Fyfe Gillies,
Douglas A. Reece,
Steven A. Shafer,
Jussi Rintanen,
Elisha Sacks,
Benjamin Kuipers,
Charles Chiu,
David T. Dalle Molle,
D. R. Throop,
Vincent Corruble,
Jean-Gabriel Ganascia,
Paul E. S. Dunne,
Trevor J. M. Bench-Capon,
Genevieve Bossu,
Pierre Siegel,
Norman M. Sadeh,
Mark S. Fox,
N. A. Diamantidis,
D. Karlis,
E. A. Giakoumakis,
Andrew Blake,
Michael Isard,
David Reynard,
Ramakant Nevatia,
Thomas O. Binford,
Enric Trillas,
Susana Cubillo,
Elena Castieira,
Paul Dagum,
Michael Luby,
Paul Dagum,
Michael Luby,
Roberto Basili,
Maria Teresa Pazienza,
Paola Velardi,
Jim Levenick,
Ingo Althfer,
Bernhard Balkenhol,
L. Darrell Whitley,
Soraya B. Rana,
John Dzubera,
Keith E. Mathias,
Erica Melis,
Jrg H. Siekmann,
Moiss Goldszmidt,
Judea Pearl,
Terry Winograd,
Fernando Flores,
Christoph Beierle,
Ulrich Hedtstck,
Udo Pletat,
Peter H. Schmitt,
Jrg H. Siekmann,
Douglas R. Skuce,
Nachum Dershowitz,
David A. McAllester,
Robert Givan,
Cristiano Castelfranchi,
Jieh Hsiang,
Moshe Tennenholtz,
Jorge Lobo,
Carlos Uzctegui,
Pietro Parodi,
Vincent Torre,
Steven D. Whitehead,
Long Ji Lin,
Philippe Smets,
Thomas Linke,
Torsten Schaub,
Harry G. Barrow,
Jay M. Tenenbaum,
Harry G. Barrow,
Jay M. Tenenbaum,
L. Victor Allis,
Maarten van der Meulen,
H. Jaap van den Herik,
Richard S. Sutton,
Doina Precup,
Satinder P. Singh,
David S. Touretzky,
David S. Touretzky,
Reid G. Smith,
Douglas R. Smith,
David E. Smith,
Brian Cantwell Smith,
Murray Shanahan,
Murray Shanahan,
Olga Stepnkov,
Ivan M. Havel,
Sholom M. Weiss,
Casimir A. Kulikowski,
Saul Amarel,
Aran Safir,
Yasuyuki Sumi,
Koichi Hori,
Setsuo Ohsuga,
Stephen W. Smoliar,
Stephen W. Smoliar,
Stephen W. Smoliar,
Stephen W. Smoliar,
Stephen W. Smoliar,
Jean Gordon,
Edward H. Shortliffe,
Jean Gordon,
Edward H. Shortliffe,
Bruno Bouzy,
Tristan Cazenave,
James A. Hendler,
Matthew L. Ginsberg,
Matthew L. Ginsberg,
Matthew L. Ginsberg,
